"","SP_1","SP_2","SP_3","EC_1","EC_2","EC_3","Zy12_1","Zy12_2","Zy12_3","Zy24_1","Zy24_2","Zy24_3","AC_1","AC_2","AC_3","BC_1","BC_2","BC_3"
"GRMZM2G018706",0,0,0,114,81,53,183,165,146,732,814,559,415,278,204,382,262,287
"GRMZM2G068265",1,2,2,10,0,0,14,4,5,5,17,10,17,11,5,10,14,5
"GRMZM2G068336",7,14,16,21,57,83,11,10,3,9,12,6,42,9,18,37,45,50
"GRMZM2G157510",51,43,49,26,30,47,302,282,187,160,239,312,253,138,132,142,132,115
"GRMZM2G703478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"GRMZM2G152172",0,0,0,0,0,3,0,1,0,0,0,7,0,0,1,0,0,0
"GRMZM2G009014",45,71,54,86,182,205,131,163,108,104,135,149,47,49,35,65,63,32
"GRMZM2G172758",168,416,268,51,40,15,148,193,151,869,741,1259,258,165,101,198,186,233
"GRMZM2G172751",9,16,11,0,0,0,0,0,2,8,3,2,0,0,0,0,0,0
"AC194863.3_FG007",0,0,0,24,3,4,46,95,28,44,31,58,9,10,28,26,15,16
"AC194863.3_FG006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G472167",0,0,0,0,6,0,0,49,6,1,0,0,0,0,0,0,0,0
"AC194863.3_FG004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G171181",1655,2415,1627,4847,6916,6883,5347,6622,3955,9134,8023,8617,15604,9257,9524,11820,10332,11449
"GRMZM2G171324",202,512,490,443,731,1546,910,636,725,548,647,473,1471,1210,1445,463,617,797
"GRMZM2G171333",14,13,18,10,33,22,62,39,143,105,88,75,5,13,7,5,21,8
"GRMZM2G474258",107,132,89,35,0,36,0,17,9,3,32,20,22,5,8,36,6,6
"GRMZM2G323830",0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0
"GRMZM2G062946",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G057694",0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G066805",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G066860",0,0,0,27,3,13,36,1,2,8,0,9,25,5,6,23,12,10
"GRMZM2G046888",0,0,18,20,110,98,87,79,18,91,85,18,30,16,67,38,91,41
"GRMZM2G046919",0,0,0,10,1,26,12,24,16,71,38,31,43,0,30,18,51,18
"GRMZM2G046932",24802,32030,31029,1866,7716,8701,2168,3263,1572,3656,3879,3164,9963,5579,10133,7047,5165,6005
"GRMZM2G047002",0,0,0,1,1,0,188,236,116,60,50,54,14,22,11,12,22,21
"GRMZM2G450071",839,958,890,222,1417,1534,498,866,594,862,689,770,937,583,724,521,274,292
"GRMZM2G149254",10,31,9,0,0,21,0,0,0,0,0,0,0,0,5,0,3,0
"GRMZM2G149257",23,33,13,2381,924,1233,2727,3579,2091,3733,3868,5082,2980,1698,1308,2243,2118,1933
"GRMZM2G450125",337,524,494,292,126,115,253,401,366,220,174,278,20,32,10,14,29,22
"AC190799.2_FG010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G343767",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G041899",0,0,0,0,0,0,8,16,46,11,29,31,3,1,0,1,6,0
"GRMZM5G849919",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G355846",63,84,57,0,22,4,174,155,243,250,620,158,66,494,202,96,188,130
"GRMZM2G054111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM5G823004",19,8,17,130,2,73,173,135,273,358,443,95,100,481,555,100,284,152
"GRMZM5G820122",2414,4257,3450,109,1039,700,71,111,33,24,284,25,789,394,1016,161,384,217
"GRMZM5G860938",0,2,9,184,977,1551,270,308,142,655,648,518,2381,1128,1486,904,1144,1657
"GRMZM5G872399",27,42,4,0,39,17,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G107686",0,0,0,0,0,0,50,41,22,42,33,55,19,17,2,5,3,8
"GRMZM2G107679",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G107532",255,327,468,14,16,171,171,112,125,106,155,77,92,171,80,147,64,99
"GRMZM2G407869",32,99,69,422,79,66,629,547,456,410,420,450,413,335,193,374,445,456
"GRMZM2G103599",12,42,42,0,7,34,4,0,8,0,1,3,32,5,26,13,31,0
"GRMZM2G170567",63,238,245,44,120,164,4,69,0,84,69,20,404,420,543,192,397,332
"GRMZM2G113174",152,445,337,673,585,488,857,947,496,1668,1322,1514,1337,2003,1847,1102,1111,1253
"GRMZM2G113239",977,1670,1122,284,602,509,200,320,145,254,230,258,504,290,230,398,437,399
"GRMZM2G415390",5,7,16,30,6,2,58,53,50,38,66,117,65,29,16,35,36,30
"GRMZM2G415343",18,46,75,148,109,209,120,206,57,273,332,210,903,474,927,954,537,436
"GRMZM2G470309",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM5G827810",0,0,0,0,0,0,0,0,6,0,0,0,8,0,1,2,3,8
"GRMZM2G435276",0,5,0,0,0,0,5,0,5,3,4,18,0,1,0,15,22,9
"GRMZM5G816155",1,0,0,0,0,0,9,6,4,12,7,12,1,2,0,8,15,9
"GRMZM5G837318",0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0
"GRMZM2G332548",44,78,110,266,525,580,777,1413,824,650,681,566,253,382,392,244,535,354
"GRMZM2G009818",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G178571",134,162,172,214,266,186,438,444,298,362,374,623,182,177,168,160,175,168
"GRMZM2G062933",0,0,0,0,0,0,33,3,10,1,10,10,0,4,0,0,0,0
"GRMZM2G062841",33,69,31,849,651,572,753,717,582,1447,1254,1675,961,536,370,854,807,817
"GRMZM2G062724",18,37,31,0,19,15,15,1,5,2,53,7,0,0,0,0,0,0
"GRMZM2G062635",67,58,62,3,4,7,1,17,4,7,13,7,20,20,26,11,18,13
"GRMZM2G038485",5523,7376,6048,218,86,942,318,314,195,328,350,267,367,207,194,257,327,288
"GRMZM2G339563",71,107,58,146,182,126,319,327,248,331,374,99,176,199,384,58,170,185
"AC186233.3_FG007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G087966",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G087918",81,153,86,109,39,49,193,327,193,228,224,104,112,172,118,94,114,105
"GRMZM5G873209",0,0,0,0,0,1,9,22,14,12,7,4,10,7,4,8,8,12
"GRMZM2G117855",126,231,149,15,73,185,52,41,103,26,21,37,201,80,81,178,109,67
"GRMZM2G418037",5,10,4,0,0,3,1,2,0,0,0,0,0,0,0,0,9,0
"GRMZM2G439049",14,30,33,0,0,18,11,20,0,0,36,0,10,56,96,49,61,22
"GRMZM2G086093",289,388,244,656,247,300,846,1006,750,919,1160,533,447,1163,1220,823,845,544
"GRMZM2G142938",231,316,250,62,202,141,55,79,7,94,54,55,306,234,228,185,190,202
"GRMZM2G028521",64,7,52,352,700,684,1812,3287,1922,1995,1944,840,283,2539,3931,1353,2265,1457
"GRMZM2G150925",1,9,11,11,0,0,4,4,0,5,6,4,0,3,0,0,5,3
"GRMZM2G150915",805,1608,1071,29,13,9,38,45,35,23,13,37,32,13,5,20,12,17
"GRMZM2G150867",57,50,51,1235,4218,3002,1334,1343,668,1088,790,1281,916,548,779,806,640,816
"GRMZM2G043799",45,184,131,106,55,89,133,424,493,68,96,86,34,200,200,70,52,62
"GRMZM2G329159",0,0,0,119,32,66,178,223,77,261,143,81,173,138,191,163,237,174
"GRMZM2G092483",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G092542",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G139834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G358279",0,5,2,673,410,523,655,919,620,1358,1504,1270,951,601,443,550,528,771
"GRMZM2G056786",0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,1
"GRMZM2G056804",4,11,8,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0
"AC198979.4_FG009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G056870",0,0,1,2395,6402,4017,2020,2974,1704,4803,4491,4315,4501,3237,3804,3661,2907,3380
"GRMZM2G370985",0,0,1,14,0,0,10,13,7,11,6,17,11,10,6,8,7,5
"GRMZM2G112728",2,0,0,0,0,15,16,1,16,22,48,16,5,3,1,24,3,16
"GRMZM2G413315",0,0,0,10,0,0,6,0,1,0,0,0,0,0,0,0,0,0
"GRMZM2G413290",80,168,214,5,6,8,3,0,5,2,1,0,23,9,16,14,14,20
"GRMZM2G112640",30,23,35,279,196,245,510,506,198,454,413,582,160,112,80,169,154,95
"GRMZM2G070087",0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"GRMZM2G100707",34,74,48,1777,1058,954,1224,2388,1214,1733,2003,1316,861,1198,847,662,538,407
"GRMZM2G401342",0,2,1,30,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"AC209858.4_FG004",0,0,0,1,0,0,19,3,1,3,0,8,9,1,1,1,3,0
"GRMZM2G703487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC209858.4_FG003",0,1,0,0,1,1,0,2,1,1,0,3,4,1,2,1,1,3
"AC209858.4_FG002",15,80,27,1377,2226,2200,818,1624,711,2844,2245,2954,4557,2355,3549,3132,2488,2073
"GRMZM2G703490",6187,8037,8346,297,2495,7531,62,192,24,810,427,241,9404,5170,9176,7613,5608,5773
"GRMZM5G863105",0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0
"GRMZM2G086163",34,42,17,642,64,215,1765,1835,1583,838,1191,1407,196,318,83,104,354,174
"GRMZM2G086072",39,116,58,197,220,173,430,468,324,534,353,303,406,333,275,107,243,303
"GRMZM2G122816",198,299,222,28,15,21,50,49,41,7,25,12,16,1,0,0,2,0
"GRMZM2G122787",13,2,3,33,110,49,104,59,157,226,207,133,36,118,30,144,178,168
"GRMZM2G315812",0,1,0,4,1,0,3,2,4,5,2,2,5,3,5,1,1,2
"GRMZM2G315806",0,0,7,113,58,66,56,67,12,138,92,116,106,76,31,63,49,52
"GRMZM2G018080",0,1,7,344,145,192,578,425,418,722,450,619,359,262,85,266,181,233
"AC191040.2_FG002",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"GRMZM2G445783",102,280,144,558,211,211,454,416,413,511,744,826,733,351,392,516,396,268
"GRMZM2G173826",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"GRMZM2G073373",1,1,4,0,0,0,28,0,4,0,3,7,1,2,0,1,2,1
"GRMZM2G140339",291,611,545,2561,6179,4072,2223,2575,1507,2246,1790,1864,1609,946,1087,1242,1266,1080
"GRMZM2G141624",4,1,5,1,4,17,13,2,4,3,4,7,1,2,2,2,3,2
"GRMZM2G141636",61,108,97,180,88,280,359,301,339,430,734,711,212,351,202,245,352,243
"GRMZM2G027821",13,0,5,40,12,29,207,96,104,284,132,283,257,277,260,411,248,257
"GRMZM5G813886",9,66,12,55,58,112,110,73,39,201,95,50,171,109,89,83,30,45
"GRMZM2G000737",5,8,2,0,0,8,0,0,0,0,0,1,1,0,1,0,0,0
"GRMZM2G000749",646,1158,603,644,373,458,702,919,355,760,695,723,655,880,694,112,382,504
"GRMZM2G300801",120,191,89,821,295,775,863,1119,711,986,1069,1458,318,268,196,489,441,288
"GRMZM2G000823",15,10,20,1209,1228,1014,834,2004,627,1751,1638,1376,1866,1082,1024,1279,1191,1088
"GRMZM2G075958",0,0,3,1,2,0,0,6,0,1,12,13,1,2,0,3,0,0
"GRMZM2G076062",40,26,12,1399,1913,1909,1511,2370,922,5900,5654,4979,3959,2864,2822,2960,2665,3007
"GRMZM2G377787",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G377780",902,1358,1376,65,168,158,11,8,29,21,21,12,87,60,13,6,11,11
"GRMZM2G076423",3337,4672,4682,1597,3854,2540,915,1124,709,383,362,483,553,184,65,208,225,278
"GRMZM2G397339",0,4,4,4,42,12,5,5,18,23,14,11,14,3,2,1,4,5
"GRMZM2G096252",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"GRMZM2G472236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G169747",1,0,0,30,32,129,35,22,59,88,100,110,114,84,68,136,129,107
"GRMZM2G472266",0,0,1,2,34,44,17,18,46,86,10,6,9,13,12,4,21,16
"GRMZM2G038982",1,6,0,301,388,121,203,417,208,357,211,198,470,402,444,477,246,126
"GRMZM2G453148",0,0,0,0,32,22,3,3,0,1,1,1,1,0,0,0,1,1
"GRMZM2G453139",0,1,0,0,0,0,80,26,29,80,22,16,13,16,10,4,54,6
"GRMZM2G453111",4410,4482,6040,36,609,1224,27,247,15,153,119,69,421,50,359,349,172,421
"GRMZM2G154211",0,0,3,0,0,0,56,144,70,12,42,44,1,0,1,3,0,0
"GRMZM2G154119",7,13,15,68,31,105,77,156,53,177,156,232,280,76,254,122,171,79
"GRMZM2G154087",72,324,210,95,366,488,107,318,133,271,127,115,297,233,463,348,197,115
"GRMZM2G453001",4345,7832,5735,442,417,476,248,489,168,448,371,486,576,276,525,347,484,532
"GRMZM2G703497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G452996",0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,1,0
"GRMZM2G154036",255,494,255,16,25,9,84,66,354,145,250,116,17,196,100,11,152,21
"GRMZM2G166445",0,0,0,0,0,0,5,23,5,7,1,5,0,1,3,0,1,0
"GRMZM2G165998",617,857,523,7829,16352,9893,5432,6852,3710,7603,6736,6875,6049,6721,7540,5759,5693,5555
"GRMZM2G165972",0,0,0,0,0,0,0,0,3,5,0,9,0,0,0,0,0,0
"GRMZM5G880418",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G480386",0,0,2,0,0,0,1,13,0,2,0,0,0,1,3,0,0,0
"GRMZM2G056231",0,0,0,0,0,4,229,130,150,473,630,829,393,331,114,237,442,396
"GRMZM5G837981",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G136081",0,2,0,0,0,0,26,12,12,22,13,13,6,14,5,9,16,11
"GRMZM2G136088",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G031790",0,0,0,0,6,0,24,29,5,25,11,12,0,42,8,11,50,6
"GRMZM2G031718",18,2,36,43,126,201,65,4,33,42,36,112,250,274,156,158,153,135
"GRMZM2G172448",1851,2637,1966,67,265,640,476,364,450,622,538,519,409,303,209,282,307,188
"GRMZM2G172410",131,338,143,81,352,299,45,109,95,82,96,77,141,209,69,148,73,114
"GRMZM2G172322",300,481,362,1115,1047,1329,438,1069,228,1167,854,833,723,583,538,744,447,426
"AC195260.2_FG007",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC186417.3_FG004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC186417.3_FG006",0,0,0,0,0,0,0,2,0,0,2,0,0,2,1,0,0,2
"GRMZM2G181497",5,30,19,4,4,7,8,2,6,4,13,7,17,4,4,10,13,8
"GRMZM2G008627",0,0,0,0,0,0,16,4,27,8,25,12,0,2,3,0,1,0
"GRMZM2G008696",10,9,4,4,5,2,36,24,25,55,43,13,119,141,155,80,87,70
"GRMZM2G703500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G377311",3647,3853,4393,909,1401,3695,784,1245,715,1530,1274,1439,2932,1886,2443,2812,2099,1462
"AC187207.3_FG006",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G061812",5,13,17,0,9,2,0,0,0,0,0,1,6,2,4,8,3,8
"AC210834.4_FG005",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC210834.4_FG006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G103292",5433,6283,7173,2506,615,1813,2057,2920,1364,1288,1549,1542,6837,5412,6891,6929,5288,3933
"AC210834.4_FG011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC210834.4_FG012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC210834.4_FG013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC210834.4_FG009",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"GRMZM2G169320",19,19,12,351,580,620,239,309,212,660,600,573,530,352,545,479,381,373
"GRMZM2G169295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G169280",9,28,9,0,27,46,22,8,8,0,6,0,90,97,210,100,62,9
"GRMZM2G470438",84,145,153,57,14,71,110,289,86,331,386,300,376,385,424,326,412,224
"GRMZM2G004641",0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
"GRMZM2G417455",0,1,0,73,0,22,438,561,383,605,376,511,1438,2232,2113,1394,1398,1816
"GRMZM2G407396",822,1059,918,146,103,38,669,792,332,480,627,415,1688,1455,1935,1508,1030,1230
"GRMZM2G314133",11,7,8,787,1740,1886,1018,2538,939,2165,2124,1485,2832,2776,4193,2739,2408,2364
"GRMZM2G037912",36,130,28,2,16,16,0,0,0,0,0,0,0,3,0,0,0,0
"GRMZM2G327695",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G027626",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0
"GRMZM2G123986",55,149,103,0,28,25,100,183,32,59,91,64,24,23,17,20,24,17
"GRMZM2G556515",37,114,71,0,0,0,0,2,1,0,2,0,0,1,0,0,0,1
"GRMZM2G124042",0,2,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
"GRMZM2G124051",690,998,779,548,405,1138,1071,1961,883,2197,1817,1218,4066,3019,4191,3531,2663,2840
"GRMZM5G850455",1,0,0,5,0,0,135,96,66,183,84,101,20,19,41,6,42,6
"GRMZM2G124143",3,4,7,406,2119,1132,721,874,369,850,829,1004,2649,1300,1245,1793,1721,2040
"GRMZM2G424020",1,2,0,4,1,0,2,5,1,0,13,3,14,0,8,2,3,0
"GRMZM2G115131",0,0,0,0,0,0,37,6,7,5,11,6,9,1,1,7,6,1
"GRMZM2G315601",5,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G046086",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G140302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G417835",0,0,0,0,0,0,0,0,2,0,0,18,0,1,0,0,0,0
"GRMZM2G112793",0,0,0,90,20,229,68,171,32,60,61,40,255,367,581,722,384,302
"GRMZM2G412674",0,1,0,161,110,150,348,456,291,236,480,427,497,377,397,347,332,312
"GRMZM2G063287",1,4,3,22,19,31,14,20,33,8,7,23,14,3,5,8,14,5
"GRMZM2G362960",7,17,15,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
"GRMZM2G362942",30,6,0,13,104,157,37,0,8,57,63,16,208,56,290,77,1,82
"GRMZM2G389769",0,0,13,0,0,0,0,20,0,0,0,0,0,15,0,0,1,0
"GRMZM2G091822",8,0,0,5,6,5,3,0,11,0,9,42,0,5,0,0,4,5
"GRMZM2G091916",0,0,0,0,0,0,6,0,1,861,649,985,688,232,292,379,327,370
"GRMZM2G091921",1,6,1,650,331,315,565,624,352,471,528,865,235,168,38,184,261,278
"GRMZM2G026807",476,699,567,507,231,1114,255,583,192,458,385,422,926,1044,966,699,822,717
"GRMZM2G136113",168,340,374,298,39,94,275,833,468,667,597,843,535,594,437,209,331,268
"GRMZM2G464818",0,0,0,0,0,1,25,50,0,6,44,3,309,88,169,38,52,96
"GRMZM5G857303",12,10,4,38,21,6,49,79,33,52,40,86,34,29,10,9,28,18
"GRMZM2G162725",117,225,151,225,304,438,612,906,705,942,589,787,655,597,700,578,461,547
"GRMZM2G162749",0,5,1,280,46,104,193,103,73,71,146,73,73,26,40,12,19,11
"GRMZM2G162764",19,35,18,87,326,339,134,190,115,243,226,139,49,35,31,41,50,57
"GRMZM2G162776",13,5,20,151,450,451,356,863,276,571,578,429,505,335,385,430,363,235
"GRMZM2G162800",388,319,607,263,120,164,50,63,12,36,21,94,28,27,46,15,20,27
"GRMZM2G162814",0,0,0,8,0,5,208,75,222,158,213,149,57,93,43,33,111,35
"GRMZM2G139963",0,0,0,0,0,0,47,66,16,22,51,1,0,3,1,0,11,0
"GRMZM2G034283",0,0,0,0,0,0,0,0,0,1,5,8,0,0,1,0,2,0
"GRMZM2G034302",1,0,1,0,0,0,9,83,30,2,29,61,3,11,5,0,19,13
"GRMZM5G851734",0,0,0,1,18,9,0,0,0,6,0,0,0,0,0,0,0,0
"GRMZM2G035128",2,0,11,115,49,237,48,190,16,19,14,22,40,70,72,0,9,0
"GRMZM2G035156",0,0,0,0,0,26,0,12,0,1,0,0,0,0,0,9,0,0
"GRMZM2G035243",13,43,69,227,161,312,599,725,427,593,768,743,454,561,339,430,392,322
"GRMZM2G333777",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"GRMZM5G849989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G333798",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM5G853974",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G159456",0,0,0,0,0,0,12,75,3,0,6,0,0,0,0,0,0,0
"GRMZM2G124353",166,193,205,1549,905,750,756,1587,355,955,619,709,1242,1339,1037,1274,1428,1065
"GRMZM2G075459",0,0,0,1,0,0,230,31,252,293,244,178,43,52,25,25,191,66
"GRMZM2G022363",40,16,31,936,292,442,479,899,261,606,595,813,754,316,452,481,325,584
"GRMZM2G406601",0,0,0,0,0,0,10,19,17,33,43,43,19,16,10,46,39,40
"GRMZM2G303361",0,1,0,3,0,0,99,141,93,161,196,364,234,117,130,251,207,165
"GRMZM2G021498",63,24,5,0,0,0,36,65,12,24,1,0,0,12,1,0,6,0
"GRMZM2G000199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G378130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G142557",1328,1799,1495,666,980,2294,694,943,448,1485,1192,1034,1876,2160,2565,2080,1686,1335
"GRMZM2G142609",18,5,8,0,19,8,211,32,119,869,536,954,388,354,105,219,338,295
"GRMZM2G119852",1733,1748,2220,4840,6394,10141,2343,3938,1332,3429,2880,2665,2891,1934,1968,1531,1540,1786
"GRMZM2G419901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G119933",20,28,9,370,288,229,361,363,233,429,280,325,280,316,342,364,261,258
"GRMZM2G419938",15,32,15,17,5,1,113,35,60,38,83,61,9,17,5,10,23,11
"GRMZM2G000686",0,0,3,0,0,0,8,4,0,0,17,12,1,1,3,0,3,3
"GRMZM2G000741",9,29,8,153,115,113,194,181,75,57,55,115,27,41,38,4,71,0
"GRMZM2G156486",20,18,15,686,982,915,451,878,322,825,763,467,553,297,355,284,322,315
"GRMZM2G178852",0,1,0,1,5,1,9,3,4,4,0,1,0,0,0,0,1,0
"GRMZM2G703504",0,12,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"GRMZM2G399072",0,0,0,0,0,0,0,10,1,23,12,0,0,0,0,0,0,0
"GRMZM2G012102",18,111,24,4,23,48,24,28,13,25,44,25,28,3,10,6,6,9
"GRMZM2G012216",449,778,651,96,158,175,164,434,173,385,404,366,737,531,529,504,562,765
"AC226243.1_FG003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM5G855347",1,33,0,645,638,464,878,777,482,650,831,442,461,1212,480,287,402,343
"GRMZM2G064663",6,0,8,10,3,0,10,0,0,5,1,16,1,0,0,1,1,2
"GRMZM2G064732",407,370,447,102,24,90,671,391,337,419,555,408,603,1034,840,530,540,835
"GRMZM2G080524",0,0,4,7,0,3,5,37,13,13,18,3,2,10,7,4,27,12
"GRMZM2G080586",1,12,8,1,0,19,0,23,2,0,0,7,0,5,0,0,3,0
"GRMZM2G016443",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"GRMZM2G175164",1,0,0,57,6,17,50,27,21,13,1,2,0,3,0,0,0,1
"GRMZM2G017616",0,1,5,0,0,0,0,0,0,5,17,0,0,0,26,3,3,0
"GRMZM2G319057",0,0,0,11,0,2,1,47,2,1,3,1,13,2,1,2,21,8
"GRMZM2G017254",31,42,30,241,412,1270,549,774,514,1550,1702,974,1583,1579,1967,2340,1486,1185
"GRMZM2G016511",386,558,364,3248,2015,5095,3035,3379,1726,4774,4462,4003,10773,6293,7201,8394,7035,8083
"AC196394.3_FG002",0,0,0,32,0,0,50,163,45,5,7,33,31,22,41,6,14,34
"GRMZM2G045979",20,3,10,8,52,162,1,0,1,5,18,1,87,37,78,40,17,42
"GRMZM2G343157",1,5,0,0,0,0,71,20,32,24,61,40,7,8,0,4,11,0
"GRMZM5G838098",1,0,0,0,0,1,141,82,169,212,250,298,13,121,114,2,208,37
"AC177911.4_FG005",0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G445634",48,185,105,76,14,25,630,343,399,318,332,470,76,88,42,82,225,98
"GRMZM2G445630",0,0,0,0,22,9,0,34,2,0,0,26,0,9,0,0,0,0
"GRMZM2G147920",0,0,1,28,9,64,71,141,40,89,136,73,212,37,63,129,78,39
"GRMZM2G147910",53,31,65,0,47,58,11,7,38,24,21,77,17,14,10,13,20,22
"GRMZM2G445602",0,0,0,0,0,0,107,40,160,38,65,43,5,50,29,2,47,2
"GRMZM2G445588",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G148855",6892,7899,7461,327,1052,961,92,203,72,121,223,99,1727,1022,1398,511,976,570
"GRMZM2G000427",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G390358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G061591",0,0,0,0,23,13,0,0,0,14,8,0,0,0,0,0,0,0
"GRMZM2G097434",1144,1759,1655,521,1132,1347,666,979,425,867,728,679,2940,2137,2289,2080,2419,1122
"GRMZM2G145308",0,19,6,0,7,8,2,1,4,6,0,5,16,4,5,9,13,8
"GRMZM2G115105",1,0,1,308,84,12,452,435,469,251,181,197,1,167,57,71,69,83
"GRMZM2G115182",5491,7142,5662,2826,8587,5540,2355,3505,1617,4390,4097,3104,7804,4644,5445,5689,4034,4843
"GRMZM2G129674",3,30,11,10,0,0,444,179,109,560,482,656,495,611,384,370,573,565
"GRMZM2G018984",2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"AC206951.3_FG014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC206951.3_FG016",0,0,0,0,0,0,8,0,6,0,5,14,3,17,2,0,0,0
"AC206951.3_FG017",0,0,0,0,0,0,98,53,38,22,33,47,6,33,3,9,14,2
